"ID (do not edit)","Content type","Element type","Source language (PT)","Target language (EN)"
"{""contentId"":""170df470-64c9-42d5-90d9-b008b2caf1e1"",""fieldId"":""transition"",""sequencePath"":[]}","TEXT","Import1","Jayottama, com humildade, admite que seu conhecimento se limita a este portal da conduta onipresente. Ele direciona Sudhana para a cidade de Kaliṅgavana, na terra de Śroṇāparānta, para encontrar seu próximo guia: a bhikṣuṇī (monja) Siṃha Vijṛmbhitā, movendo o foco da liderança secular masculina para a vida monástica feminina.",
"{""contentId"":""170df470-64c9-42d5-90d9-b008b2caf1e1"",""fieldId"":""miraculous_manifestations"",""sequencePath"":[]}","TEXT","Import1","A principal manifestação é sua onipresença. Enquanto está fisicamente na floresta, ele ensina simultaneamente nos paraísos celestiais, nos mundos dos nāgas, yakṣas, asuras, e em todos os vilarejos e cidades do mundo humano. Ele pacifica conflitos, previne guerras e guia todos os tipos de seres, desde os devas até os pretas, adaptando perfeitamente seus ensinamentos a cada um.",
"{""contentId"":""170df470-64c9-42d5-90d9-b008b2caf1e1"",""fieldId"":""chapter_title"",""sequencePath"":[]}","TEXT","Import1","JAYOTTAMA",
"{""contentId"":""170df470-64c9-42d5-90d9-b008b2caf1e1"",""fieldId"":""name_translation"",""sequencePath"":[]}","TEXT","Import1","Vitória Suprema",
"{""contentId"":""2da0d1e3-6e3e-4d15-a824-67425d66fd48"",""fieldId"":""location"",""sequencePath"":[]}","TEXT","Import1","Sudhana está na cidade de Sumanāmukha, enquanto Mañjuśrī está a uma distância de 110 yojanas.",
"{""contentId"":""2da0d1e3-6e3e-4d15-a824-67425d66fd48"",""fieldId"":""main_dialogue"",""sequencePath"":[]}","TEXT","Import1","O diálogo é um monólogo de Mañjuśrī. Ele louva a perseverança de Sudhana e, por contraste, descreve as falhas que impedem outros de alcançar tal realização. Ele então o inspira com uma bênção final.",
"{""contentId"":""2da0d1e3-6e3e-4d15-a824-67425d66fd48"",""fieldId"":""main_teaching"",""sequencePath"":[]}","TEXT","Import1","O ensinamento é um encorajamento final. Mañjuśrī elogia Sudhana, dizendo ""Bem feito, bem feito!"", e explica que aqueles com fé fraca, mentes cansadas, pouca diligência, ou que não são cuidados por kalyāṇamitras, não seriam capazes de conhecer a verdadeira natureza dos fenômenos ou entrar no tipo de caminho e campo de atividade que Sudhana experienciou.",
"{""contentId"":""2da0d1e3-6e3e-4d15-a824-67425d66fd48"",""fieldId"":""assembly_present"",""sequencePath"":[]}","TEXT","Import1","O encontro é uma interação à distância entre Mañjuśrī e Sudhana.",
"{""contentId"":""2da0d1e3-6e3e-4d15-a824-67425d66fd48"",""fieldId"":""context"",""sequencePath"":[]}","TEXT","Import1","Depois de deixar Maitreya, Sudhana está na cidade de Sumanāmukha, pensando e procurando por Mañjuśrī, aspirando vê-lo. Mañjuśrī, de uma grande distância, estende a mão e a coloca sobre a cabeça de Sudhana.",
"{""contentId"":""2da0d1e3-6e3e-4d15-a824-67425d66fd48"",""fieldId"":""spiritual_progression"",""sequencePath"":[]}","TEXT","Import1","Este encontro funciona como a confirmação final da jornada de Sudhana. Depois de receber o ensinamento culminante de Maitreya, a bênção de seu guia original, Mañjuśrī, sela sua realização. Ele é estabelecido no campo da ""conduta completamente boa"" (a conduta de Samantabhadra), significando que ele agora está pronto para a prática final.",
"{""contentId"":""2da0d1e3-6e3e-4d15-a824-67425d66fd48"",""fieldId"":""unique_elements"",""sequencePath"":[]}","TEXT","Import1","'- O Toque à Distância: Um milagre único que demonstra o poder e a presença onipresente de um grande bodhisattva.",
"{""contentId"":""2da0d1e3-6e3e-4d15-a824-67425d66fd48"",""fieldId"":""transition"",""sequencePath"":[]}","TEXT","Import1","Não há um direcionamento explícito com a fórmula ""vá até..."" Mañjuśrī simplesmente inspira Sudhana, o estabelece na conduta de Samantabhadra, e então se retira, permanecendo em sua própria região. A transição é implícita: tendo sido estabelecido na conduta de Samantabhadra, o próximo e último passo lógico para Sudhana é encontrar o próprio Samantabhadra.",
"{""contentId"":""2da0d1e3-6e3e-4d15-a824-67425d66fd48"",""fieldId"":""miraculous_manifestations"",""sequencePath"":[]}","TEXT","Import1","A principal manifestação é o ato miraculoso de Mañjuśrī estender seu braço por uma distância de 110 yojanas para tocar a cabeça de Sudhana. Após o encorajamento, ele inspira Sudhana e o faz possuidor de incontáveis portais do Dharma, abençoando-o com retenção, eloquência, samādhi, cognições superiores e sabedoria infinita.",
"{""contentId"":""2da0d1e3-6e3e-4d15-a824-67425d66fd48"",""fieldId"":""chapter_title"",""sequencePath"":[]}","TEXT","Import1","MAÑJUŚRĪ",
"{""contentId"":""2da0d1e3-6e3e-4d15-a824-67425d66fd48"",""fieldId"":""name_translation"",""sequencePath"":[]}","TEXT","Import1","Senhor da Sabedoria",
"{""contentId"":""485c4fc3-c1e4-4afb-9196-054fae93cfb7"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","540c04_de0da22f11bb45d1a90c87889defaa73~mv2.png",
"{""contentId"":""485c4fc3-c1e4-4afb-9196-054fae93cfb7"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX","Firefly_a_bioluminescent_lotus_flower_400498__1_-removebg-preview_edited_edited.png",
"{""contentId"":""52f6213d-8dfa-40ba-8f22-5a6f9a323fa7"",""fieldId"":""location"",""sequencePath"":[]}","TEXT","Import1","Em um kūṭāgāra (pavilhão) miraculoso que surge do chão, em um grande lótus de joias.",
"{""contentId"":""52f6213d-8dfa-40ba-8f22-5a6f9a323fa7"",""fieldId"":""main_dialogue"",""sequencePath"":[]}","TEXT","Import1","Māyādevī explica sua liberação, revelando que seu papel como mãe dos budas se estende por todos os reinos e todos os tempos. Ela narra como, no momento da concepção do Bodhisattva Siddhārtha, raios de luz de todos os budas entraram nela, permitindo-lhe perceber a totalidade da atividade búdica. Ela também conta a história de sua própria aspiração original, em uma vida passada como a deusa do bodhimaṇḍa Netraśrī, onde ela fez o voto de ser sempre a mãe de uma encarnação passada de Vairocana.",
"{""contentId"":""52f6213d-8dfa-40ba-8f22-5a6f9a323fa7"",""fieldId"":""main_teaching"",""sequencePath"":[]}","TEXT","Import1","A liberação do bodhisattva chamada ""a exibição das conjurações ilusórias da sabedoria da grande prece"". O ensinamento central de Māyādevī é que ela, através do poder de suas preces e de sua realização, serve como a mãe de todos os bodhisattvas em sua existência final, não apenas do Buda Śākyamuni. Sua liberação é a capacidade de fornecer o receptáculo perfeito (o útero) para o nascimento de um ser destinado à iluminação, um ato que é em si uma manifestação da sabedoria que compreende a natureza ilusória do nascimento e da existência.",
"{""contentId"":""52f6213d-8dfa-40ba-8f22-5a6f9a323fa7"",""fieldId"":""assembly_present"",""sequencePath"":[]}","TEXT","Import1","Embora o encontro pareça individual, a assembleia é cósmica e visionária, incluindo todos os seres e budas do passado, presente e futuro que estão conectados à sua prece e à sua função como mãe dos Budas.",
"{""contentId"":""52f6213d-8dfa-40ba-8f22-5a6f9a323fa7"",""fieldId"":""context"",""sequencePath"":[]}","TEXT","Import1","Antes de encontrar Māyādevī, Sudhana é recebido por várias deusas que o guiam e preparam, ensinando-o sobre a purificação da ""cidade da mente"" como pré-requisito para encontrar um verdadeiro kalyāṇamitra. Finalmente, ele vê Māyādevī em um trono magnífico, seu corpo transcendendo todas as formas mundanas e divinas.",
"{""contentId"":""52f6213d-8dfa-40ba-8f22-5a6f9a323fa7"",""fieldId"":""spiritual_progression"",""sequencePath"":[]}","TEXT","Import1","Sudhana aprende que o nascimento de um Buda não é um evento biológico comum, mas um ato cósmico e miraculoso, facilitado pela compaixão e sabedoria de um ser como Māyādevī. Ele compreende o conceito de ""maternidade universal"", a capacidade de nutrir e dar à luz a iluminação em todos os seres, e como isso está enraizado em preces e práticas de eras incontáveis.",
"{""contentId"":""52f6213d-8dfa-40ba-8f22-5a6f9a323fa7"",""fieldId"":""unique_elements"",""sequencePath"":[]}","TEXT","Import1","'- Mãe de Todos os Budas: O capítulo redefine radicalmente Māyādevī, não como a mãe de um único Buda histórico, mas como um princípio cósmico, a matriz que dá à luz todos os seres iluminados.",
"{""contentId"":""52f6213d-8dfa-40ba-8f22-5a6f9a323fa7"",""fieldId"":""transition"",""sequencePath"":[]}","TEXT","Import1","Māyādevī, com humildade, afirma que conhece apenas este portal da liberação. Ela direciona Sudhana para o paraíso Trāyastriṃśa para encontrar seu próximo guia, a filha do deva Smṛtimat, chamada Surendrābhā.",
"{""contentId"":""52f6213d-8dfa-40ba-8f22-5a6f9a323fa7"",""fieldId"":""miraculous_manifestations"",""sequencePath"":[]}","TEXT","Import1","O corpo de Māyādevī é a principal manifestação. Seu útero se torna vasto como o espaço, capaz de conter assembleias inconcebíveis de bodhisattvas, devas e outros seres que vêm testemunhar a residência do bodhisattva no útero. Em seus poros, Sudhana vê as vidas passadas do Buda, seus atos de generosidade, e as miríades de reinos onde ele praticou. O nascimento do bodhisattva é acompanhado por dez presságios e dez manifestações de luz, e o próprio corpo de Māyādevī irradia uma luz que ofusca todos os outros brilhos no universo.",
"{""contentId"":""52f6213d-8dfa-40ba-8f22-5a6f9a323fa7"",""fieldId"":""chapter_title"",""sequencePath"":[]}","TEXT","Import1","MĀYĀDEVĪ",
"{""contentId"":""52f6213d-8dfa-40ba-8f22-5a6f9a323fa7"",""fieldId"":""name_translation"",""sequencePath"":[]}","TEXT","Import1","Ilusão, Mãe do Buda",
"{""contentId"":""58942939-31f3-4901-b07a-f2d5a34aae54"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","540c04_130f2346224a4f32b1029af824409ca7~mv2.png",
"{""contentId"":""58942939-31f3-4901-b07a-f2d5a34aae54"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX","budha-bubble.png",
"{""contentId"":""39c539d7-edd7-441d-923a-cb04ffcd27c0"",""fieldId"":""descPersonagem"",""sequencePath"":[]}","TEXT","Import2","Sudhana encontra outra deusa da noite que personifica a profundidade da meditação (śamatha) e a visão clara da natureza dos budas.",
"{""contentId"":""39c539d7-edd7-441d-923a-cb04ffcd27c0"",""fieldId"":""resumoDoCap84000Co"",""sequencePath"":[]}","TEXT","Import2","Sudhana retorna ao bodhimaṇḍa e vê a deusa da noite Samantagambhīraśrīvimalaprabhā. Ela o instruiu sobre as dez qualidades que os bodhisattvas precisam alcançar. Ela afirma que alcançou a liberação bodhisattvica chamada subjugação completa através da bem-aventurança da paz de śamatha, através da qual ela pode ver todos os budas dos três tempos, receber todos os seus ensinamentos e amadurecer os seres de várias maneiras.",
"{""contentId"":""39c539d7-edd7-441d-923a-cb04ffcd27c0"",""fieldId"":""capUrl"",""sequencePath"":[]}","TEXT","Import2","https://drive.google.com/file/d/1-nzNFOAyOVpC2hIcFuHy-Hd320paSYyK/view?usp=drive_link",
"{""contentId"":""39c539d7-edd7-441d-923a-cb04ffcd27c0"",""fieldId"":""qrCodeUrl"",""sequencePath"":[]}","TEXT","Import2","https://technosutra21.github.io/technosutra/?model=35",
"{""contentId"":""39c539d7-edd7-441d-923a-cb04ffcd27c0"",""fieldId"":""ocupacao"",""sequencePath"":[]}","TEXT","Import2","Deusa da Noite",
"{""contentId"":""39c539d7-edd7-441d-923a-cb04ffcd27c0"",""fieldId"":""linkModel"",""sequencePath"":[]}","TEXT","Import2","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo35.glb",
"{""contentId"":""39c539d7-edd7-441d-923a-cb04ffcd27c0"",""fieldId"":""nome"",""sequencePath"":[]}","TEXT","Import2","Samanta­gambhīra­śrī­vimala­prabhā",
"{""contentId"":""331b9789-a5f2-49d8-a285-57edadb4423a"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","540c04_130f2346224a4f32b1029af824409ca7~mv2.png",
"{""contentId"":""331b9789-a5f2-49d8-a285-57edadb4423a"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX","budha-bubble.png",
"{""contentId"":""565a9a67-230e-4c28-b6de-b13adf083d75"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","dd258c_fd134ac370e44b6d857e32bbeae29318~mv2.png",
"{""contentId"":""565a9a67-230e-4c28-b6de-b13adf083d75"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX","Whisk_9d3b1e7899_edited.png",
"{""contentId"":""5c4b1589-7291-40c9-afcc-d53a4d916820"",""fieldId"":""descPersonagem"",""sequencePath"":[]}","TEXT","Import2","Sudhana encontra a próxima deusa da noite, cujo nome significa ""Aquela Cujo Som é Pacífico como o Oceano"", e ela o ensina sobre a alegria que surge da visão da atividade búdica.",
"{""contentId"":""5c4b1589-7291-40c9-afcc-d53a4d916820"",""fieldId"":""resumoDoCap84000Co"",""sequencePath"":[]}","TEXT","Import2","Sudhana dirige-se diretamente à deusa da noite Praśantarutasāgaravatī, que lhe diz ter atingido a liberação bodhisattvica, chamada a exibição em cada instante da mente do surgimento do poder do vasto deleite. Ela explica que ensina o Dharma em todos os lugares de várias maneiras aos seres e que pode ver todos os bodhisattvas onde quer que estejam e o que quer que estejam fazendo. Em particular, vê o Buda, a quem ela chama de Vairocana, a cada instante irradia raios de luz por toda parte que assumem várias formas para guiar os seres, e ver isso lhe dá grande prazer.",
"{""contentId"":""5c4b1589-7291-40c9-afcc-d53a4d916820"",""fieldId"":""capUrl"",""sequencePath"":[]}","TEXT","Import2","https://drive.google.com/file/d/15tyjojZnCqiRGA5xid3poDrtBIoWpgwi/view?usp=drive_link",
"{""contentId"":""5c4b1589-7291-40c9-afcc-d53a4d916820"",""fieldId"":""qrCodeUrl"",""sequencePath"":[]}","TEXT","Import2","https://technosutra21.github.io/technosutra/?model=38",
"{""contentId"":""5c4b1589-7291-40c9-afcc-d53a4d916820"",""fieldId"":""ocupacao"",""sequencePath"":[]}","TEXT","Import2","Deusa da Noite",
"{""contentId"":""5c4b1589-7291-40c9-afcc-d53a4d916820"",""fieldId"":""linkModel"",""sequencePath"":[]}","TEXT","Import2","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo38.glb",
"{""contentId"":""5c4b1589-7291-40c9-afcc-d53a4d916820"",""fieldId"":""nome"",""sequencePath"":[]}","TEXT","Import2","Praśanta­ruta­sāgara­vatī",
"{""contentId"":""67494d92-2c3d-4546-9fdd-71de10f06815"",""fieldId"":""descPersonagem"",""sequencePath"":[]}","TEXT","Import2","Sudhana entra na cidade mais espetacular de sua jornada e encontra o Rei Mahāprabha, que governa não pela força, mas através do poder transformador do amor universal.",
"{""contentId"":""67494d92-2c3d-4546-9fdd-71de10f06815"",""fieldId"":""resumoDoCap84000Co"",""sequencePath"":[]}","TEXT","Import2","Depois de uma longa busca, Sudhana encontra a cidade de Suprabha, que parece ser milagrosamente feita de materiais preciosos. Ele encontra o rei Mahāprabha sentado num trono na cidade, junto com grandes quantidades de bens, animais e mulheres dispostos como presentes. O rei Mahāprabha diz a Sudhana que ele alcançou a conduta de bodhisattva chamada estandarte do grande amor de inúmeros budas e fornece a todos no seu reino tudo o que desejarem.",
"{""contentId"":""67494d92-2c3d-4546-9fdd-71de10f06815"",""fieldId"":""capUrl"",""sequencePath"":[]}","TEXT","Import2","https://drive.google.com/file/d/1WxwwnQ2gdb8KcnJ35IJYXNXeXiyc4OVC/view?usp=drive_link",
